title,company,link,c_,l_,posted_date,applications,job_modality,f_p_time,job_responsibility,job_skills,job_salary,scraped_on
Data Analyst,Malaberg,https://www.linkedin.com/company/malaberg/life,Malaberg,"Gran Londres, Inglaterra, Reino Unido",hace 23 horas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,,,2024-03-10
Portfolio & Data Analyst,Chubb,https://www.linkedin.com/company/chubb/life,Chubb,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,,,2024-03-10
IT Data Analyst,Lorien,https://www.linkedin.com/company/lorien/life,Lorien,"Basildon, Inglaterra, Reino Unido",Publicado de nuevo hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Algo de responsabilidad,,,2024-03-10
Technical Data Analyst,Hays,https://www.linkedin.com/company/hays/life,Hays,Reino Unido,hace 2 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,,,2024-03-10
Power BI Analyst / Data Visualisation Specialist,ICF,https://www.linkedin.com/company/icf-international/life,ICF,"Birmingham, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos, Resolución de problemas y Visualización de datos, Datasets, Expresiones de análisis de datos (DAX), Informes y análisis, Microsoft Power Query, Modelado de datos, Modelo de datos y Requisitos de información",,2024-03-10
CMDB Data Analyst,Talent,https://www.linkedin.com/company/talent/life,Talent,"Liverpool, Inglaterra, Reino Unido",hace 4 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,"Capacidad de análisis, Comunicación y Resolución de problemas, Análisis de requisitos, Base de datos de gestión de la configuración (CMDB), Calidad de datos, Habilidades sociales, Necesidades empresariales, Recogida de datos y ServiceNow",43 £/h - 50 £/h,2024-03-10
BI Analsyt,NRG.,https://www.linkedin.com/company/nrgplc/life,NRG.,"Darlington, Inglaterra, Reino Unido",hace 4 semanas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Analítica de datos, Resolución de problemas y SQL, Almacenamiento de datos, Aptitudes para hacer presentaciones, Edición de imágenes, Extraer, transformar y cargar (ETL), Manipulación de datos, Modelado de datos y Presentaciones",30.000 £/año - 35.000 £/año,2024-03-10
Business Data Analyst,Hays,https://www.linkedin.com/company/hays/life,Hays,"Gran Londres, Inglaterra, Reino Unido",hace 4 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Ciencia de datos y Visualización de datos, Análisis de negocio, Estadística, Informes normativos, Modelado de datos y Snowflake cloud",75 £/h - 100 £/h,2024-03-10
Data Analyst Assessor,Accelerate People Ltd,https://www.linkedin.com/company/accelerate-people-ltd/life,Accelerate People Ltd,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 días,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Sin experiencia,"Analítica de datos, Bases de datos, Capacidad de análisis, Ciencia de datos, Comunicación, Visualización y Visualización de datos, Datasets, Estadística y Panel de control",,2024-03-10
Data Analyst,Tech Change Consulting,https://www.linkedin.com/company/tech-change-consulting/life,Tech Change Consulting,"Chesterfield, Inglaterra, Reino Unido",hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Sin experiencia,"Analítica de datos, Capacidad de análisis y SQL, Administración de pensiones y Microsoft Office",30.000 £/año - 35.000 £/año,2024-03-10
Business Intelligence Analyst (NHS / Public Sector),RemoteWorker UK,https://www.linkedin.com/company/remoteworkeruk/life,RemoteWorker UK,"Leeds, Inglaterra, Reino Unido",hace 2 horas,0 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos y Visualización de datos, DWH, Elaboración de informes de datos, Extraer, transformar y cargar (ETL), Informes y análisis, Modelado de datos, Qlik Sense, QlikView y SQL Server Integration Services (SSIS)",,2024-03-10
Data Analyst,Robert Walters,https://www.linkedin.com/company/robert-walters/life,Robert Walters,"Coventry, Inglaterra, Reino Unido",Publicado de nuevo hace 3 semanas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos, Ciencia de datos, Resolución de problemas, SQL y Visualización de datos, Analítica, Calidad de datos, Gestión de partes interesadas y Gobierno de datos",,2024-03-10
RDM Analyst / Reference Data - (Sponsorship available) - 2 days/month on-site,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Londres, Inglaterra, Reino Unido",hace 13 horas,1 solicitud,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Bases de datos, Capacidad de análisis, Resolución de problemas y Visualización de datos, Datos de referencia, Estadística, Hojas de estilos en cascada (CSS), Modelado de datos y R (Lenguaje de programación)",,2024-03-10
Data Analyst,Xcede,https://www.linkedin.com/company/xcede/life,Xcede,Reino Unido,hace 2 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Intermedio,"Analítica de datos, Análisis de datos, Ciencia de datos, Resolución de problemas y Visualización de datos, Buena práctica clínica, Calidad de datos, Ciencias de la computación, Extraer, transformar y cargar (ETL) y Google Cloud",55.000 £/año - 65.000 £/año,2024-03-10
Data Analyst,Veeva Systems,https://www.linkedin.com/company/veeva-systems/life,Veeva Systems,Reino Unido,Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Analítica de datos, Análisis de datos, Comunicación y Comunicación interpersonal, Calidad de datos, Datos cuantitativos, Gestión de datos, Lenguaje de consulta (query), Líneas de tiempo y Manuales",,2024-03-10
Data Analyst,AES Sustainability Consultants,https://www.linkedin.com/company/aes-sustainability-consultants/life,AES Sustainability Consultants,"Devon, Inglaterra, Reino Unido",hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Análisis de datos y Microsoft Power BI, Sistema de planificación de recursos empresariales",29.000 £/año - 35.000 £/año,2024-03-10
Operations Data Analyst,Hastings Direct,https://www.linkedin.com/company/hastings-direct/life,Hastings Direct,"Leicestershire, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis, Ciencia de datos, Resolución de problemas y Visualización de datos, Extraer, transformar y cargar (ETL), Modelado de datos y Presentaciones",,2024-03-10
"BI Analsyt in Darlington, UK",Energy Jobline,https://www.linkedin.com/company/energy-jobline/life,Energy Jobline,"Darlington, Inglaterra, Reino Unido",hace 23 horas,14 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos, Capacidad de análisis y Microsoft Power BI, Almacenamiento de datos, Extraer, transformar y cargar (ETL), Inteligencia empresarial, Modelado de datos, Pivotal, SQL Server Integration Services (SSIS) y SQL Server Reporting Services (SSRS)",,2024-03-10
BI Analyst,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Londres, Inglaterra, Reino Unido",hace 1 mes,3 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos, Capacidad de análisis, Tableau y Visualización de datos, Analítica, Análisis de negocio, Extraer, transformar y cargar (ETL), Interactive Experience, Modelado de datos y Panel de control",,2024-03-10
Data Analyst,The Voleon Group,https://www.linkedin.com/company/voleon-capital-management/life,The Voleon Group,"Londres, Inglaterra, Reino Unido",hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos, Análisis exploratorio de datos, Bases de datos, Ciencia de datos, Pandas (Software) y Resolución de problemas, Análisis de causa raíz, Data Operations y Root Cause",,2024-03-10
Ground Operations Executive - Data Analysis & Administration,Jet2.com and Jet2holidays,https://www.linkedin.com/company/jet2/life,Jet2.com and Jet2holidays,"Leeds, Inglaterra, Reino Unido",hace 2 meses,26 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Análisis de datos, Capacidad de análisis y Comunicación, Atención al detalle, Calidad de datos, Conocimientos comerciales, Habilidades sociales, Panel de control y Presentaciones",,2024-03-10
BSF Data Analyst,Transport for London,https://www.linkedin.com/company/transport-for-london/life,Transport for London,"Londres, Inglaterra, Reino Unido",hace 4 días,73 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos y Análisis de datos, Análisis de negocio, Expresiones de análisis de datos (DAX), Extraer, transformar y cargar (ETL), Herramientas de generación de informes, Modelado de datos, Modelos dimensionales, Presentaciones y Visual Basic for Applications (VBA)",,2024-03-10
Analytics and Insight Analyst,British Airways,https://www.linkedin.com/company/british-airways/life,British Airways,"Gatwick, Inglaterra, Reino Unido",hace 4 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Ciencia de datos, Comunicación y Visualización de datos, Analítica, Aptitudes para hacer presentaciones, Comunicación oral, Microsoft Power Query, Modelo de datos y Presentaciones",,2024-03-10
Data Analyst/ scientist,Actica Consulting,https://www.linkedin.com/company/actica-consulting/life,Actica Consulting,"Surrey, Inglaterra, Reino Unido",hace 23 horas,50 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Analítica de datos, Bases de datos, Ciencia de datos, Visualización y Visualización de datos, Analítica, Arquitectura de datos, Estándares de datos, Modelado de datos y Qlik Sense",,2024-03-10
Data Analyst Manager,Ankorstore,https://www.linkedin.com/company/ankorstore/life,Ankorstore,Reino Unido,hace 1 semana,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos, Capacidad de análisis, Comunicación, SQL, Visualización y Visualización de datos, Analítica, Estrategia de datos y Necesidades empresariales",,2024-03-10
Pensions Business Data Analyst - Fixed Term Contract,Capita,https://www.linkedin.com/company/capita/life,Capita,Reino Unido,hace 3 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Análisis de datos, Bases de datos, Microsoft Power BI y Visualización de datos, Análisis de negocio, Estadística, Extraer, transformar y cargar (ETL), Modelado de datos y Necesidades empresariales",,2024-03-10
